snapshot_time,party_date,event_id,event_name,event_type,status,show_start_time,show_end_time,source_last_updated
2026-08-15T22:58:38.035183-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T12:05:00-04:00,2026-08-15T12:05:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T22:58:38.035183-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T13:10:00-04:00,2026-08-15T13:10:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T22:58:38.035183-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T14:55:00-04:00,2026-08-15T14:55:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T22:58:38.035183-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T15:55:00-04:00,2026-08-15T15:55:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T22:58:38.035183-04:00,2026-08-15,40737d3d-0ff6-4a9e-a050-beb87bf90120,Meet Cinderella and a Visiting Princess at Princess Fairytale Hall,SHOW,CLOSED,2026-08-15T09:00:00-04:00,2026-08-15T21:00:00-04:00,2026-08-16T01:01:02.718Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,6d74b3d9-f977-4c9b-8114-93969b51b105,Hocus Pocus Villain Spelltacular,SHOW,OPERATING,2026-08-14T21:05:00-04:00,2026-08-14T21:05:00-04:00,2026-08-14T04:03:35.882Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,6d74b3d9-f977-4c9b-8114-93969b51b105,Hocus Pocus Villain Spelltacular,SHOW,OPERATING,2026-08-14T22:35:00-04:00,2026-08-14T22:35:00-04:00,2026-08-14T04:03:35.882Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,6d74b3d9-f977-4c9b-8114-93969b51b105,Hocus Pocus Villain Spelltacular,SHOW,OPERATING,2026-08-14T23:59:00-04:00,2026-08-14T23:59:00-04:00,2026-08-14T04:03:35.882Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,a74421f2-5de4-4425-bd06-8b4639b29826,Meet Festive Disney Pals at Mickey’s Not-So-Scary Halloween Party,SHOW,CLOSED,,,2026-08-15T06:05:52.506Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,ee56b2f3-fd49-4a29-ae1a-2d321549a633,Disney Festival of Fantasy Parade,SHOW,OPERATING,2026-08-15T14:00:00-04:00,2026-08-15T14:00:00-04:00,2026-08-15T04:04:23.012Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,c1f39c15-7845-46b5-b6fd-2ae368a32a37,Captain Jack’s Buccaneer Bash at Mickey’s Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-14T19:00:00-04:00,2026-08-15T00:00:00-04:00,2026-08-14T04:03:36.157Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,97c837c3-4a0f-4d52-b93c-074cf31d6f41,Stitch’s Masquerade Mashup at Mickey’s Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-14T19:00:00-04:00,2026-08-15T00:00:00-04:00,2026-08-14T04:03:36.164Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,51392ca4-f824-42d8-8808-8110ec8e0e22,"Main Street Philharmonic at Main Street, U.S.A.",SHOW,OPERATING,2026-08-15T12:25:00-04:00,2026-08-15T12:25:00-04:00,2026-08-15T04:04:23.288Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,51392ca4-f824-42d8-8808-8110ec8e0e22,"Main Street Philharmonic at Main Street, U.S.A.",SHOW,OPERATING,2026-08-15T13:35:00-04:00,2026-08-15T13:35:00-04:00,2026-08-15T04:04:23.288Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,51392ca4-f824-42d8-8808-8110ec8e0e22,"Main Street Philharmonic at Main Street, U.S.A.",SHOW,OPERATING,2026-08-15T14:35:00-04:00,2026-08-15T14:35:00-04:00,2026-08-15T04:04:23.288Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,51392ca4-f824-42d8-8808-8110ec8e0e22,"Main Street Philharmonic at Main Street, U.S.A.",SHOW,OPERATING,2026-08-15T15:35:00-04:00,2026-08-15T15:35:00-04:00,2026-08-15T04:04:23.288Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,86c198b0-7c02-4354-814a-27ad70067d45,Disney Enchantment at Disney After Hours at Magic Kingdom,SHOW,CLOSED,,,2026-07-28T04:04:15.245Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,d69261dc-62b8-434c-83bd-93649b43c408,Disney Starlight: Dream the Night Away,SHOW,OPERATING,2026-08-15T21:00:00-04:00,2026-08-15T21:00:00-04:00,2026-08-15T04:04:23.174Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,d69261dc-62b8-434c-83bd-93649b43c408,Disney Starlight: Dream the Night Away,SHOW,OPERATING,2026-08-15T23:00:00-04:00,2026-08-15T23:00:00-04:00,2026-08-15T04:04:23.174Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,9221e600-6715-4b4f-b39a-00c318c00e03,Destination DescenDANCE Party at Mickey’s Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-14T19:00:00-04:00,2026-08-15T00:00:00-04:00,2026-08-14T04:03:35.973Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,22b78ed9-a692-47cb-b6a4-6d1224ff67e3,Happily Ever After,SHOW,OPERATING,2026-08-15T22:00:00-04:00,2026-08-15T22:00:00-04:00,2026-08-15T04:04:23.047Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,5c00cd7c-b207-4d9d-9c8c-a8d418fc5425,Mickey’s Boo-To-You Halloween Parade at Mickey's Not-So-Scary Halloween Party,SHOW,CLOSED,,,2026-08-15T04:04:23.306Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,05ca3e51-580b-44ca-8046-7d3e57a6d248,Disney’s Not-So-Spooky Spectacular at Mickey's Not-So-Scary Halloween Party,SHOW,CLOSED,,,2026-08-15T04:04:23.241Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,947edbee-85a5-4aa0-99f3-14c7de539542,Meet Jack Skellington and Sally at Mickey's Not-So-Scary Halloween Party,SHOW,CLOSED,,,2026-08-15T06:05:52.458Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,5564113f-25b4-4646-ac35-aacf983e2fd6,Meet Mickey Mouse and Minnie Mouse at Mickey's Not-So-Scary Halloween Party,SHOW,CLOSED,,,2026-08-15T06:05:52.489Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,4c31b3ad-5dc9-437f-ac1a-0fdff36a2818,Mickey's Magical Friendship Faire,SHOW,OPERATING,2026-08-15T10:00:00-04:00,2026-08-15T10:00:00-04:00,2026-08-15T04:04:23.030Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,4c31b3ad-5dc9-437f-ac1a-0fdff36a2818,Mickey's Magical Friendship Faire,SHOW,OPERATING,2026-08-15T11:35:00-04:00,2026-08-15T11:35:00-04:00,2026-08-15T04:04:23.030Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,4c31b3ad-5dc9-437f-ac1a-0fdff36a2818,Mickey's Magical Friendship Faire,SHOW,OPERATING,2026-08-15T12:45:00-04:00,2026-08-15T12:45:00-04:00,2026-08-15T04:04:23.030Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,4c31b3ad-5dc9-437f-ac1a-0fdff36a2818,Mickey's Magical Friendship Faire,SHOW,OPERATING,2026-08-15T14:55:00-04:00,2026-08-15T14:55:00-04:00,2026-08-15T04:04:23.030Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,4c31b3ad-5dc9-437f-ac1a-0fdff36a2818,Mickey's Magical Friendship Faire,SHOW,OPERATING,2026-08-15T16:00:00-04:00,2026-08-15T16:00:00-04:00,2026-08-15T04:04:23.030Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,1c708beb-41e1-43ae-8dd8-1e85075aeb38,Flag Retreat,SHOW,OPERATING,2026-08-15T17:00:00-04:00,2026-08-15T17:00:00-04:00,2026-08-15T04:04:23.253Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,cf4b2ba4-3626-4de7-9d07-abe8a65b1665,Meet Princess Tiana and a Visiting Princess at Princess Fairytale Hall,SHOW,CLOSED,2026-08-15T09:00:00-04:00,2026-08-15T21:00:00-04:00,2026-08-16T01:01:02.670Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-14T19:00:00-04:00,2026-08-14T19:00:00-04:00,2026-08-14T04:03:35.856Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-14T19:50:00-04:00,2026-08-14T19:50:00-04:00,2026-08-14T04:03:35.856Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-14T20:45:00-04:00,2026-08-14T20:45:00-04:00,2026-08-14T04:03:35.856Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-14T21:30:00-04:00,2026-08-14T21:30:00-04:00,2026-08-14T04:03:35.856Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-14T22:50:00-04:00,2026-08-14T22:50:00-04:00,2026-08-14T04:03:35.856Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-14T23:45:00-04:00,2026-08-14T23:45:00-04:00,2026-08-14T04:03:35.856Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,b5d6d1d1-e960-4c8f-a8a4-b9748b386b64,Meet Dashing Disney Pals as Circus Stars at Pete's Silly Sideshow,SHOW,CLOSED,2026-08-15T10:00:00-04:00,2026-08-15T19:00:00-04:00,2026-08-15T23:00:57.219Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,f819079e-644e-4fce-bda3-26b899ac7027,Disney Adventure Friends Cavalcade,SHOW,OPERATING,2026-08-15T11:05:00-04:00,2026-08-15T11:05:00-04:00,2026-08-15T04:04:23.117Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,e0cd6a94-6dbe-4f52-aaa8-b3d2fdf5f2f6,Jessie’s Roundup: A Rip-Roarin’ Revue!,SHOW,OPERATING,2026-08-15T09:30:00-04:00,2026-08-15T17:30:00-04:00,2026-08-15T04:04:23.227Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,a0613b70-293f-4a5b-8169-357be1777c62,Casey's Corner Pianist,SHOW,OPERATING,2026-08-15T10:50:00-04:00,2026-08-15T10:50:00-04:00,2026-08-15T04:04:23.294Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,a0613b70-293f-4a5b-8169-357be1777c62,Casey's Corner Pianist,SHOW,OPERATING,2026-08-15T12:00:00-04:00,2026-08-15T12:00:00-04:00,2026-08-15T04:04:23.294Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,a0613b70-293f-4a5b-8169-357be1777c62,Casey's Corner Pianist,SHOW,OPERATING,2026-08-15T13:15:00-04:00,2026-08-15T13:15:00-04:00,2026-08-15T04:04:23.294Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,a0613b70-293f-4a5b-8169-357be1777c62,Casey's Corner Pianist,SHOW,OPERATING,2026-08-15T14:35:00-04:00,2026-08-15T14:35:00-04:00,2026-08-15T04:04:23.294Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,a0613b70-293f-4a5b-8169-357be1777c62,Casey's Corner Pianist,SHOW,OPERATING,2026-08-15T15:15:00-04:00,2026-08-15T15:15:00-04:00,2026-08-15T04:04:23.294Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,a0613b70-293f-4a5b-8169-357be1777c62,Casey's Corner Pianist,SHOW,OPERATING,2026-08-15T16:35:00-04:00,2026-08-15T16:35:00-04:00,2026-08-15T04:04:23.294Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,a0613b70-293f-4a5b-8169-357be1777c62,Casey's Corner Pianist,SHOW,OPERATING,2026-08-15T17:30:00-04:00,2026-08-15T17:30:00-04:00,2026-08-15T04:04:23.294Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,166f2985-7b27-4eff-a8b3-29c3448ba198,Meet Daring Disney Pals as Circus Stars at Pete's Silly Sideshow,SHOW,CLOSED,2026-08-15T10:00:00-04:00,2026-08-15T19:00:00-04:00,2026-08-15T23:00:57.233Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,012a211b-4c91-451c-8a0e-5e3ab398eda8,Meet Ariel at Her Grotto,SHOW,CLOSED,2026-08-15T10:00:00-04:00,2026-08-15T19:00:00-04:00,2026-08-15T23:00:57.226Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,a2d92647-634d-4eb4-886b-9da858e871f1,Meet Mickey at Town Square Theater,SHOW,CLOSED,2026-08-15T08:00:00-04:00,2026-08-15T22:30:00-04:00,2026-08-16T02:30:58.159Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T09:00:00-04:00,2026-08-15T09:00:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T09:50:00-04:00,2026-08-15T09:50:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T10:40:00-04:00,2026-08-15T10:40:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T12:05:00-04:00,2026-08-15T12:05:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T13:10:00-04:00,2026-08-15T13:10:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T14:55:00-04:00,2026-08-15T14:55:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-15T15:55:00-04:00,2026-08-15T15:55:00-04:00,2026-08-15T04:04:23.300Z
2026-08-15T23:00:21.828057-04:00,2026-08-15,40737d3d-0ff6-4a9e-a050-beb87bf90120,Meet Cinderella and a Visiting Princess at Princess Fairytale Hall,SHOW,CLOSED,2026-08-15T09:00:00-04:00,2026-08-15T21:00:00-04:00,2026-08-16T01:01:02.718Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,a74421f2-5de4-4425-bd06-8b4639b29826,Meet Festive Disney Pals at Mickey’s Not-So-Scary Halloween Party,SHOW,CLOSED,2026-08-18T19:00:00-04:00,2026-08-18T23:30:00-04:00,2026-08-18T12:00:05.086Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,ee56b2f3-fd49-4a29-ae1a-2d321549a633,Disney Festival of Fantasy Parade,SHOW,OPERATING,2026-08-18T14:00:00-04:00,2026-08-18T14:00:00-04:00,2026-08-18T04:05:35.050Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,c1f39c15-7845-46b5-b6fd-2ae368a32a37,Captain Jack’s Buccaneer Bash at Mickey’s Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T19:00:00-04:00,2026-08-19T00:00:00-04:00,2026-08-18T04:05:35.399Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,97c837c3-4a0f-4d52-b93c-074cf31d6f41,Stitch’s Masquerade Mashup at Mickey’s Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T19:00:00-04:00,2026-08-19T00:00:00-04:00,2026-08-18T04:05:35.409Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,6d74b3d9-f977-4c9b-8114-93969b51b105,Hocus Pocus Villain Spelltacular,SHOW,OPERATING,2026-08-18T21:05:00-04:00,2026-08-18T21:05:00-04:00,2026-08-18T04:05:35.074Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,6d74b3d9-f977-4c9b-8114-93969b51b105,Hocus Pocus Villain Spelltacular,SHOW,OPERATING,2026-08-18T22:35:00-04:00,2026-08-18T22:35:00-04:00,2026-08-18T04:05:35.074Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,6d74b3d9-f977-4c9b-8114-93969b51b105,Hocus Pocus Villain Spelltacular,SHOW,OPERATING,2026-08-18T23:59:00-04:00,2026-08-18T23:59:00-04:00,2026-08-18T04:05:35.074Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,4c31b3ad-5dc9-437f-ac1a-0fdff36a2818,Mickey's Magical Friendship Faire,SHOW,OPERATING,2026-08-18T10:00:00-04:00,2026-08-18T10:00:00-04:00,2026-08-18T04:05:35.081Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,4c31b3ad-5dc9-437f-ac1a-0fdff36a2818,Mickey's Magical Friendship Faire,SHOW,OPERATING,2026-08-18T11:35:00-04:00,2026-08-18T11:35:00-04:00,2026-08-18T04:05:35.081Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,4c31b3ad-5dc9-437f-ac1a-0fdff36a2818,Mickey's Magical Friendship Faire,SHOW,OPERATING,2026-08-18T12:45:00-04:00,2026-08-18T12:45:00-04:00,2026-08-18T04:05:35.081Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,4c31b3ad-5dc9-437f-ac1a-0fdff36a2818,Mickey's Magical Friendship Faire,SHOW,OPERATING,2026-08-18T14:55:00-04:00,2026-08-18T14:55:00-04:00,2026-08-18T04:05:35.081Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,4c31b3ad-5dc9-437f-ac1a-0fdff36a2818,Mickey's Magical Friendship Faire,SHOW,OPERATING,2026-08-18T16:00:00-04:00,2026-08-18T16:00:00-04:00,2026-08-18T04:05:35.081Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-18T09:00:00-04:00,2026-08-18T09:00:00-04:00,2026-08-18T04:05:35.510Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-18T09:50:00-04:00,2026-08-18T09:50:00-04:00,2026-08-18T04:05:35.510Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-18T10:40:00-04:00,2026-08-18T10:40:00-04:00,2026-08-18T04:05:35.510Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-18T12:05:00-04:00,2026-08-18T12:05:00-04:00,2026-08-18T04:05:35.510Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-18T13:10:00-04:00,2026-08-18T13:10:00-04:00,2026-08-18T04:05:35.510Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-18T14:55:00-04:00,2026-08-18T14:55:00-04:00,2026-08-18T04:05:35.510Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,1eee22e8-1d0a-4809-a42b-df3ae55c69d5,The Dapper Dans,SHOW,OPERATING,2026-08-18T15:55:00-04:00,2026-08-18T15:55:00-04:00,2026-08-18T04:05:35.510Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,51392ca4-f824-42d8-8808-8110ec8e0e22,"Main Street Philharmonic at Main Street, U.S.A.",SHOW,OPERATING,2026-08-18T12:25:00-04:00,2026-08-18T12:25:00-04:00,2026-08-18T04:05:35.495Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,51392ca4-f824-42d8-8808-8110ec8e0e22,"Main Street Philharmonic at Main Street, U.S.A.",SHOW,OPERATING,2026-08-18T13:35:00-04:00,2026-08-18T13:35:00-04:00,2026-08-18T04:05:35.495Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,51392ca4-f824-42d8-8808-8110ec8e0e22,"Main Street Philharmonic at Main Street, U.S.A.",SHOW,OPERATING,2026-08-18T14:35:00-04:00,2026-08-18T14:35:00-04:00,2026-08-18T04:05:35.495Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,51392ca4-f824-42d8-8808-8110ec8e0e22,"Main Street Philharmonic at Main Street, U.S.A.",SHOW,OPERATING,2026-08-18T15:35:00-04:00,2026-08-18T15:35:00-04:00,2026-08-18T04:05:35.495Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,86c198b0-7c02-4354-814a-27ad70067d45,Disney Enchantment at Disney After Hours at Magic Kingdom,SHOW,CLOSED,,,2026-07-28T04:04:15.245Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,d69261dc-62b8-434c-83bd-93649b43c408,Disney Starlight: Dream the Night Away,SHOW,CLOSED,,,2026-08-18T04:05:35.322Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,9221e600-6715-4b4f-b39a-00c318c00e03,Destination DescenDANCE Party at Mickey’s Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T19:00:00-04:00,2026-08-19T00:00:00-04:00,2026-08-18T04:05:35.212Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,22b78ed9-a692-47cb-b6a4-6d1224ff67e3,Happily Ever After,SHOW,CLOSED,,,2026-08-18T04:05:35.139Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,5c00cd7c-b207-4d9d-9c8c-a8d418fc5425,Mickey’s Boo-To-You Halloween Parade at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T20:15:00-04:00,2026-08-18T20:15:00-04:00,2026-08-18T04:05:35.519Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,5c00cd7c-b207-4d9d-9c8c-a8d418fc5425,Mickey’s Boo-To-You Halloween Parade at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T23:15:00-04:00,2026-08-18T23:15:00-04:00,2026-08-18T04:05:35.519Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,05ca3e51-580b-44ca-8046-7d3e57a6d248,Disney’s Not-So-Spooky Spectacular at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T22:00:00-04:00,2026-08-18T22:00:00-04:00,2026-08-18T04:05:35.432Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,b5d6d1d1-e960-4c8f-a8a4-b9748b386b64,Meet Dashing Disney Pals as Circus Stars at Pete's Silly Sideshow,SHOW,OPERATING,2026-08-18T10:00:00-04:00,2026-08-18T17:00:00-04:00,2026-08-18T20:19:27.810Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,947edbee-85a5-4aa0-99f3-14c7de539542,Meet Jack Skellington and Sally at Mickey's Not-So-Scary Halloween Party,SHOW,CLOSED,2026-08-18T19:00:00-04:00,2026-08-18T23:30:00-04:00,2026-08-18T12:00:04.831Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,5564113f-25b4-4646-ac35-aacf983e2fd6,Meet Mickey Mouse and Minnie Mouse at Mickey's Not-So-Scary Halloween Party,SHOW,CLOSED,2026-08-18T19:00:00-04:00,2026-08-18T23:30:00-04:00,2026-08-18T12:00:05.005Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,1c708beb-41e1-43ae-8dd8-1e85075aeb38,Flag Retreat,SHOW,OPERATING,2026-08-18T17:00:00-04:00,2026-08-18T17:00:00-04:00,2026-08-18T04:05:35.450Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T19:00:00-04:00,2026-08-18T19:00:00-04:00,2026-08-18T04:05:35.042Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T19:50:00-04:00,2026-08-18T19:50:00-04:00,2026-08-18T04:05:35.042Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T20:45:00-04:00,2026-08-18T20:45:00-04:00,2026-08-18T04:05:35.042Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T21:30:00-04:00,2026-08-18T21:30:00-04:00,2026-08-18T04:05:35.042Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T22:50:00-04:00,2026-08-18T22:50:00-04:00,2026-08-18T04:05:35.042Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,92524eb7-4ee5-4eab-936c-2eb8e6eb0ecd,The Cadaver Dans Barbershop Quartet at Mickey's Not-So-Scary Halloween Party,SHOW,OPERATING,2026-08-18T23:45:00-04:00,2026-08-18T23:45:00-04:00,2026-08-18T04:05:35.042Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,f819079e-644e-4fce-bda3-26b899ac7027,Disney Adventure Friends Cavalcade,SHOW,OPERATING,2026-08-18T11:05:00-04:00,2026-08-18T11:05:00-04:00,2026-08-18T04:05:35.242Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,e0cd6a94-6dbe-4f52-aaa8-b3d2fdf5f2f6,Jessie’s Roundup: A Rip-Roarin’ Revue!,SHOW,OPERATING,2026-08-18T09:30:00-04:00,2026-08-18T17:30:00-04:00,2026-08-18T04:05:35.382Z
2026-08-18T16:30:14.675988-04:00,2026-08-18,a0613b70-293f-4a5b-8169-357be1777c62,Casey's Corner Pianist,SHOW,OPERATING,2026-08-18T10:50:00-04:00,2026-08-18T10:50:00-04:00,2026-08-18T04:05:35.503Z
